"Name","Spin","Remnant Mass","ExF0","ExF1","ExF2","ExF3","ExF4","ExF5","ExF6","ExF7"
448,0.725891367814,0.955236582026,-0.0493596061762103+0.19923967615244967*I,0.81170129646435-1.0988418051509774*I,-4.671519966664535+3.3469082686529337*I,18.188941636324202-7.511818548898836*I,-52.13103481837507+17.090685731186447*I,103.01578657063419-30.48072366371244*I,-161.45169062897338+18.64898551089044*I,221.44511192330074+51.32191966456646*I
449,0.659099204018,0.95039462763,0.04022432745160965+0.15332746890220966*I,0.038617071512446366-0.9511794502163267*I,-0.9349468342157481+3.558347088673054*I,4.509726292395504-10.598482986079153*I,-12.581127795462393+26.49360027664547*I,24.797767834066775-50.63568659271735*I,-46.536018620364615+73.63123054423336*I,87.5926556256666-85.8974489537969*I
451,0.67300080021,0.955452529948,0.02717875095341242+0.16466460931382*I,0.15462108723656276-1.0111857274767635*I,-1.512436890921832+3.7252026019625615*I,6.642807921640457-10.94611862102344*I,-18.486020071680016+27.467405846204016*I,36.535227581225556-52.38208773967031*I,-65.64077906094819+73.30077612467784*I,115.2695902908269-76.88027734825998*I
452,0.692110976825,0.954851401773,0.004857718204453132+0.179410016190995*I,0.3505092919270225-1.0767040145440725*I,-2.4779700348781057+3.825388556796026*I,10.21720572182291-10.81818006912089*I,-28.607808026095704+27.0891318707165*I,56.61612884622875-51.2618474713376*I,-96.89700753775169+65.73611303823343*I,156.66531955197107-50.784340146129985*I
455,0.654505237876,0.955183858488,0.04400726971032382+0.1495389016572884*I,0.00475274757310068-0.9299282003899222*I,-0.7657872749345391+3.49144797413867*I,3.8870975496731144-10.428186846679013*I,-10.878420290738646+26.020728764040484*I,21.412428922836426-49.7451818609949*I,-40.90835218007416+73.058751379101*I,79.11510491942701-87.45879759051653*I
456,0.668481279248,0.95339674265,0.0316949339806973+0.1610113159576369*I,0.1145915483126535-0.9925292755078599*I,-1.3135525113796602+3.6777530341689304*I,5.907182103786702-10.865043710689088*I,-16.437596382330494+27.239106621983865*I,32.46455601034101-51.99665182357668*I,-59.08555869967182+73.79531977161797*I,105.95788455529944-80.59734083939946*I
457,0.667915409722,0.952990518386,0.03224133875130237+0.16055117408284195*I,0.10974085914265658-0.9901286422934625*I,-1.2894211275742031+3.671314864420811*I,5.817977190863729-10.852538045282069*I,-16.19003150238738+27.203899275578138*I,31.97265909991105-51.93451502662226*I,-58.287843643877714+73.82707510873814*I,104.8250404106805-80.99837042445924*I
458,0.728193215902,0.955034858574,-0.05382059266279847+0.20009602709827404*I,0.8485939935391658-1.09364822182833*I,-4.840243654819969+3.2694111951780096*I,18.78187323433942-7.075584019760949*I,-53.933278899760346+15.737081022253864*I,106.55563432131319-27.726331865531492*I,-165.84379111754257+13.239101760357102*I,224.28555179216107+61.47621903630457*I
459,0.655276336608,0.954118741553,0.04338964520818288+0.15017525613718818*I,0.010288350478412922-0.9335331255375924*I,-0.7934572018409558+3.5030053264582786*I,3.9888570294582695-10.458341973404048*I,-11.15607468182928+26.104271088315578*I,21.964304363863512-49.903322654019036*I,-41.829593287002794+73.17681565419623*I,80.51670501210975-87.24213402941186*I
465,0.705029766293,0.951254233178,-0.013488441900342693+0.1882791791274516*I,0.509029549535374-1.1033041979620308*I,-3.2469514218691877+3.766285083012275*I,13.05014793029876-10.136324070901388*I,-36.81861066572557+25.07530835452777*I,72.8562336225756-46.93895262579967*I,-120.80458751748154+53.94588275054731*I,184.56144356570422-21.39810521065239*I
468,0.6718535314,0.954251858167,0.028351301121533938+0.16374122040998312*I,0.14424090102050652-1.0065417865405997*I,-1.4609099488807176+3.713864388609713*I,6.452153864312017-10.928843018608397*I,-17.953961675819155+27.418688975860896*I,35.47812265274388-52.303679086817006*I,-63.945169806181234+73.46558255456725*I,112.88101307598038-77.89707308193474*I
470,0.69849178638,0.955441170503,-0.0038544255899334995+0.18393847843575212*I,0.426076206923039-1.0920619680053048*I,-2.8461610413828007+3.8117611831494216*I,11.576519701301633-10.554500364441987*I,-32.527147124942985+26.31486811663136*I,64.37443337222207-49.57132871612235*I,-108.47692895877464+60.714946724690236*I,170.63660926688888-37.609416444929074*I
471,0.657996614576,0.954331144495,0.0411551369148997+0.15241898429032072*I,0.030294893909794507-0.9461299000890337*I,-0.8933966958666695+3.5427377655314514*I,4.3566764414829455-10.559721917448014*I,-12.161682029980483+26.38578180887308*I,23.963808980598287-50.433757623231116*I,-45.15309883408409+73.51913744078117*I,85.5282517243557-86.32581761031336*I
475,0.69042350625,0.950313204188,0.007051588424029684+0.17817160927338185*I,0.33139914332266607-1.0720058808348234*I,-2.38444175786185+3.8244743906779397*I,9.871330525616962-10.866674526105504*I,-27.616600651790947+27.230737432101964*I,54.65266332960128-51.58128568143559*I,-93.92159758939638+66.82738446772655*I,152.94997489896804-53.858540993905486*I
481,0.678469025919,0.951702625559,0.02133944672856239+0.16901936107807883*I,0.20617768994089475-1.0323793698188548*I,-1.7679028492280344+3.7719838001321775*I,7.588596048205709-10.99443768050416*I,-21.137581620624644+27.603540756199145*I,41.8014539903889-52.56059502989797*I,-74.01498121684098+72.11612113527364*I,126.8478183215218-71.23619946355953*I
487,0.712391087078,0.94858681205,-0.02523091725988437+0.19271693812778556*I,0.6092265252617265-1.1095103724003899*I,-3.725689595429121+3.670681864751858*I,14.797954684904624-9.456534834781902*I,-41.96577034367297+23.037284945600845*I,83.01174743923329-42.68568450702058*I,-135.07722031884722+44.074250820832106*I,199.30821794308423+0.4452242669514348*I
490,0.739297847012,0.946936982842,-0.07680246021289845+0.20292014056019014*I,1.035685387288534-1.0519700338895022*I,-5.67532126572857+2.788103287725388*I,21.639054015671217-4.469540234772312*I,-62.72270722268802+7.52431708873373*I,123.80177702213464-11.115976912215189*I,-185.7868145368493-17.857706594691535*I,232.39503528649394+116.6332114865308*I
495,0.714781701991,0.949477398486,-0.029254966532083607+0.19403793923337315*I,0.6433227032640226-1.1098538542602991*I,-3.8871086279754588+3.6282708115384015*I,15.383329783264868-9.182318618612488*I,-43.70359010877129+22.208422940725544*I,86.4365711163513-40.9704923739566*I,-139.76515606620595+40.301237916102295*I,203.76809220086696+8.40482753567452*I
499,0.727058980874,0.948364035685,-0.05160957053328605+0.19968453038052691*I,0.8303303070028207-1.0963434428801055*I,-4.7568733224375075+3.308486341471733*I,18.4894363308271-7.294693991421955*I,-53.04343659813947+16.41784828375478*I,104.80780253476006-29.111008585506283*I,-163.68572873305925+15.945990346308307*I,222.93282393933427+56.4207078147456*I
503,0.65065672028,0.95351593798,0.04698817041238776+0.14636169648941585*I,-0.02201120172933063-0.9117412887534384*I,-0.631951092428337+3.431936831564525*I,3.3954650967206508-10.269131494567443*I,-9.541214168990313+25.581081979535632*I,18.75352891230413-48.90881907161398*I,-36.45400928519385+72.37136979477786*I,72.30561526057416-88.29797937120583*I
505,0.726820773898,0.950340265589,-0.051148395630873866+0.1995955046793324*I,0.8265162723559427-1.0968755640685253*I,-4.739421303041439+3.3164751162393125*I,18.4280877470466-7.339685642880021*I,-52.8570916710647+16.55742789265958*I,104.44202602147769-29.394939187602418*I,-163.23117947575548+16.504556204106592*I,222.63848290694165+55.37691448223208*I
511,0.74671396782,0.941673338547,-0.09351080230333514+0.20338667456125867*I,1.1683020691960722-1.0065392722925968*I,-6.24292010511428+2.355220276759249*I,23.481081472867785-2.2131957197938483*I,-68.48132157329044+0.2565343164011118*I,135.09907229746906+3.4827709122422235*I,-197.17929067594008-43.655374757557496*I,231.14546623105278+159.03057880053478*I
518,0.718900337433,0.948275515816,-0.036436057435089375+0.1961568977604683*I,0.7038498468698993-1.108309014687862*I,-4.171622416839189+3.5408342049201966*I,16.409123656752595-8.642311133192432*I,-46.76586494588622+20.566281015694692*I,92.46634130317796-37.58854655177442*I,-147.84954412956876+33.09290209949904*I,210.98470769746305+23.15981780459522*I
528,0.662122015046,0.953056302394,0.03759688191612255+0.15581369867756395*I,0.06207527842115507-0.9648352647955734*I,-1.0519879165814718+3.5995655905880586*I,4.941228001329566-10.697274093620281*I,-13.766802732841917+26.769032887464935*I,27.155376942262848-51.14729347304253*I,-50.42282317247938+73.84360220027277*I,93.35719072303938-84.5194658178453*I
529,0.686070803238,0.953754227202,0.012504395907213833+0.17491003072328815*I,0.2837670391338866-1.058789997198477*I,-2.1506354270913675+3.8142200486293967*I,9.006023576921816-10.954728524152246*I,-25.147683924493204+27.48717124689104*I,49.758499684758895-52.18364280648508*I,-86.42694038502583+69.22655574872672*I,143.36087423865519-61.05037957317714*I
530,0.663153304214,0.957275161003,0.036674678937270624+0.15666007071028926*I,0.0702963965014679-0.9694283483033141*I,-1.092982367648772+3.6130651896150496*I,5.092478023446207-10.728329574019503*I,-14.183559994000339+26.855844275005115*I,27.983845204257523-51.30706351332965*I,-51.78319944001024+73.88158573944474*I,95.36634525304164-83.97871738896022*I
533,0.715487466453,0.951833414905,-0.030463071108070144+0.19441560919324843*I,0.6535359927682111-1.1097836494048214*I,-3.9352988797022377+3.6146091624346077*I,15.557621338079084-9.095972622842952*I,-44.22233689716989+21.946696852131886*I,87.458402021387-40.43044357637284*I,-141.14848388976895+39.12964168471873*I,205.05527353784427+10.845823949566991*I
534,0.670437468458,0.957208932822,0.029773959320714027+0.16259762077581394*I,0.13163581447062572-1.0007206326394587*I,-1.3982916853701903+3.6991926331029616*I,6.220514311575938-10.904361964716633*I,-17.308576192761144+27.349723029409112*I,34.19569685308946-52.187696816873675*I,-61.88236133040697+73.63080688885104*I,109.96205841536023-79.08906831731241*I
536,0.650168242749,0.95352524932,0.04735465931003257+0.1459585499251167*I,-0.025306076190795945-0.9094119070588015*I,-0.6154644294088398+3.424184451024687*I,3.3349734989023445-10.247976542965587*I,-9.377089878068192+25.522737536783612*I,18.427538261385937-48.79716477629782*I,-35.90425134956359+72.27195928146335*I,71.44702110033967-88.38931097502287*I
542,0.659398172855,0.958797578339,0.0399694698413847+0.15357365851067542*I,0.040893926657804225-0.9525441188762316*I,-0.9463164067379695+3.5625321785990836*I,4.551621917708895-10.60874487404084*I,-12.69604786391669+26.522201921343793*I,25.026317158723888-50.688818483823034*I,-46.9131961493423+73.65830698891206*I,88.14896086544638-85.77710382367762*I
547,0.681144745916,0.956142795823,0.01832689415159361+0.17111737400494736*I,0.23269068807979248-1.0421145151518771*I,-1.8989293052173095+3.7901012322207945*I,8.073856240438463-10.995685858017753*I,-22.505654106170446+27.606488737592*I,44.516967982098556-52.517560333460615*I,-78.28133689177179+71.27420544774918*I,132.61182193590017-67.98210004355455*I
551,0.710054953681,0.949314713753,-0.0213992282475447+0.19136637967203948*I,0.576644139077169-1.1083526757842825*I,-3.5707135420585003+3.7065604430774743*I,14.233915639790304-9.698297573912868*I,-40.29801767932618+23.764982290152787*I,79.72361940257127-44.197409672536466*I,-130.51428271510224+47.484796959733515*I,194.78004527317867-6.915070801774689*I
554,0.663346441379,0.959632050721,0.03650049707512614+0.15681836946695626*I,0.07184931041767462-0.9702838498248861*I,-1.1007203039320603+3.6155586496046346*I,5.12102881203706-10.733994198957614*I,-14.262318255272064+26.87168342757855*I,28.140498836324486-51.33599313986935*I,-52.03999499507913+73.88702687187273*I,95.73848506011332-83.87279559764026*I
555,0.665944131911,0.956655399275,0.03411187015686208+0.15894424779084448*I,0.09311481266033417-0.9816647198400988*I,-1.2066682703198819+3.6480518146968905*I,5.512215510065925-10.805096926528291*I,-15.342910844783981+27.0707616782798*I,30.288636467742617-51.69734809033313*I,-55.549926895496654+73.89905026668939*I,100.8703459234654-82.33099251262325*I
556,0.695353439306,0.953175542758,0.0005138819633058039+0.18174343703476664*I,0.3882521913470555-1.0850033348969101*I,-2.6622046646319673+3.8219799326450796*I,10.89790514139984-10.70070517452562*I,-30.565705094519515+26.74503999200851*I,60.4932417535213-50.50248837664893*I,-102.7188849460664+63.36772349847291*I,163.78934285875292-44.40529183292266*I
558,0.688618765809,0.957665697311,0.009348200116275185+0.17683052685246636*I,0.31136110462545186-1.0667124719103729*I,-2.2862001812389696+3.8215654521674245*I,9.507826539271186-10.909470738900103*I,-26.577609167532067+27.35551978257414*I,52.59354960134564-51.86838808350986*I,-90.78262318106954+67.89542978751092*I,148.97317415714053-56.95781013849042*I
559,0.729380527175,0.946598248021,-0.0561619737491897+0.20050416809168442*I,0.867884236672177-1.0905397107455663*I,-4.927979193538782+3.226621740528048*I,19.08840237013218-6.8373813040180975*I,-54.867818351730875+14.995277191352013*I,108.39083112779477-26.21906121425843*I,-168.08573572878652+10.316500492591643*I,225.6238295354957+66.89019584251157*I
560,0.699404755861,0.947818306252,-0.005155986682994745+0.1845642788567634*I,0.43732279004735136-1.0939205880025302*I,-2.900709187480502+3.807433351441743*I,11.777517310221576-10.5056149214617*I,-33.109871977595716+26.170609058351484*I,65.52683662954314-49.26178634317118*I,-110.17259739167902+59.87263431461055*I,172.60873181370738-35.51568590417382*I
562,0.730937647495,0.947451491775,-0.05927442098046741+0.20100349919630872*I,0.8934499191318342-1.085998605692979*I,-5.0437015066492865+3.16750262576225*I,19.490702547599643-6.5109780682850555*I,-56.09743865141512+13.975704744637342*I,110.80474505546923-24.14986249321469*I,-170.99417702209897+6.343322480363213*I,227.2087460558452+74.15366290713074*I
565,0.701717398253,0.949084037393,-0.00851604172463069+0.18612204146540984*I,0.4662981323611856-1.0982235076955646*I,-3.0409573689195177+3.7936076934752125*I,12.293713463794354-10.368325436133457*I,-34.610149104926585+25.764473633268317*I,68.49290421483413-48.39583760011747*I,-114.50785151421523+57.59412375443526*I,177.56978810618128-29.97399967835988*I
573,0.670776678652,0.956899361211,0.029435532620329254+0.1628719858034759*I,0.13463505457363906-1.0021230647126174*I,-1.413192390205725+3.702770810797575*I,6.275631778533173-10.910541976075534*I,-17.462035501630606+27.367119546966684*I,34.50053733201717-52.21738928463696*I,-62.37319807177934+73.59590335152683*I,110.6492668183459-78.81266134508047*I
577,0.666510239566,0.953503536829,0.033579756363036534+0.15940633775000543*I,0.09784667862905483-0.9841107762366985*I,-1.2302240958955908+3.6548589954365847*I,5.5992323087264735-10.81931360001009*I,-15.583718240193209+27.11065876679023*I,30.76754990717648-51.76869008133583*I,-56.329441157190374+73.88600609227953*I,101.99572918669966-81.97149365708661*I
579,0.68786577863,0.954714554514,0.010291377657136266+0.17626619015238035*I,0.30312228210769493-1.064423969448304*I,-2.245754919566143+3.819780602901466*I,9.358144183162565-10.924647611705478*I,-26.150575271096336+27.399661296877717*I,51.74656376077539-51.972155509398334*I,-89.48575835518614+68.30943559427502*I,147.31497006922575-58.21055456864735*I
589,0.722230217615,0.952846600924,-0.04247513998984813+0.1977112137621576*I,0.7544247761183143-1.1049333492894862*I,-4.407227338848831+3.455960756329257*I,17.251897869190405-8.139016380141861*I,-49.29814543436838+19.02497261592336*I,97.44779294661018-34.42947738994495*I,-154.3627609768813+26.574019053590355*I,216.28888077681583+36.08638522612822*I
591,0.724660551486,0.948079255887,-0.047016370563215074+0.1987479108916132*I,0.7922520556701579-1.1011807894946497*I,-4.58208993022931+3.385477541874401*I,17.872942637881486-7.731603433792825*I,-51.173678937766695+17.770194088163088*I,101.13456257985851-31.86630338146695*I,-159.0795807171886+21.40367400899352*I,219.792834394605+46.07115998442464*I
593,0.664094299647,0.955234916738,0.03582159036739169+0.1574312915406204*I,0.07789729566545361-0.9735852438013683*I,-1.1308634176858914+3.625119807232389*I,5.232285048969007-10.75541978658708*I,-14.569281336780834+26.9316551726012*I,28.75083136077978-51.445274162219235*I,-53.03831893175968+73.90231801037253*I,97.20443007488056-83.45627092246005*I
594,0.692673901188,0.956001103275,0.00411573630157662+0.1798195531238743*I,0.3569649841276666-1.078215055847261*I,-2.5095301243221506+3.825297344957708*I,10.33387363956701-10.800124302696082*I,-28.9427210793622+27.036331550319876*I,57.279581788153166-51.14429511633234*I,-97.89935475596485+65.35199309191417*I,157.91040096821035-49.718174767179875*I
595,0.704822748601,0.949064382122,-0.013172031816137256+0.1881470666137935*I,0.5063160852853666-1.1030258417949899*I,-3.2339076970072327+3.768273115835211*I,13.002307842214492-10.15210082338762*I,-36.678592573908105+25.122250904441408*I,72.57955681399662-47.03748649688533*I,-120.40741347778746+54.18831970129423*I,184.13384471077265-21.95738854988609*I
598,0.658334154127,0.955778419857,0.04087170017796301+0.1526972355717992*I,0.03282871503652446-0.9476806529275403*I,-0.9060531387275564+3.5475485358293404*I,4.403291038045829-10.571746994927777*I,-12.289324287336175+26.419193827722367*I,24.21769982262684-50.49641755824372*I,-45.575481724629256+73.55831180668561*I,86.15972294989977-86.19891622713398*I
599,0.686624265098,0.957256181834,0.011827296615536304+0.17532975046031116*I,0.2896927614756419-1.0605529943062189*I,-2.179771838525617+3.8161285908919287*I,9.113876867110235-10.946348905879994*I,-25.454566275862923+27.4628505811053*I,50.36715279837354-52.12383225902221*I,-87.3661995281173+68.95401032331908*I,144.57926677026614-60.19265634079467*I
607,0.734068899207,0.948538193744,-0.06567758825953049+0.2018778485747992*I,0.9457589383617963-1.0752189125177969*I,-5.278477920567379+3.0379714878233717*I,20.299252619242246-5.804863462201073*I,-58.579242955836854+11.758411713638845*I,115.67475152148901-19.660031928929875*I,-176.71767421101754-2.144559467741928*I,229.85708279881229+89.38326571161153*I
608,0.658111593792,0.956743422162,0.04105869635851049+0.15251379768127735*I,0.03115668739167532-0.9466590421965841*I,-0.8977005036617818+3.5443834241196566*I,4.372530509145254-10.563831647988346*I,-12.205068659108749+26.39719481202633*I,24.050296222193932-50.45514700496503*I,-45.29602717450038+73.5321252078951*I,85.73709241364986-86.28465923264646*I
609,0.664687430096,0.958115158349,0.03527817105368431+0.15791685433285393*I,0.08273697831858062-0.9761883091101783*I,-1.1549748045607169+3.6325813373463944*I,5.321314354221519-10.771886957063984*I,-14.81510276195868+26.977754547550838*I,29.23955593409812-51.52932238181206*I,-53.838468344147664+73.9078929523473*I,98.37162198616508-83.11344114693631*I
623,0.739541265484,0.944936254398,-0.0773334932601648+0.20295509673825735*I,1.0399462901754064-1.0507192221419845*I,-5.693899695232375+2.7753971406772298*I,21.700848649542813-4.402407102499581*I,-62.914722254941005+7.310050915860659*I,124.17830128090904-10.684296925041636*I,-186.19177355741516-18.638061606974972*I,232.4528506363075+117.95282264942705*I
632,0.658332049514,0.953995670402,0.0408734607187649+0.15269551512954765*I,0.032813585803088186-0.9476701062778694*I,-0.9059734007122263+3.5475195626761344*I,4.402996283915999-10.57166462190145*I,-12.28855147355024+26.41898279802205*I,24.216274378732187-50.49593416420964*I,-45.57245100935397+73.55621498791972*I,86.15111883908529-86.20100685787507*I
634,0.696822955791,0.949231431073,-0.0015112898582158862+0.1827794453335767*I,0.40580386402020235-1.0884338379379306*I,-2.7476513746077034+3.818070611102547*I,11.213277524795313-10.636382255018974*I,-31.476025122511352+26.55593427777152*I,62.29484395722925-50.091598612975474*I,-105.40291316433536+62.173062705852715*I,167.00912641020847-41.296598148865044*I
636,0.727124957432,0.945352459205,-0.0517375194610183+0.19970904041939*I,0.8313884020728519-1.0961951371068093*I,-4.761708890265677+3.306259903951628*I,18.506445692597808-7.282178029471578*I,-53.095064254390415+16.37895717240459*I,104.90969421878543-29.031602224336893*I,-163.8121485815766+15.791029665535191*I,223.01003541442185+56.71196368860838*I
637,0.697175778555,0.949478484076,-0.0020028356378021667+0.18302607878963725*I,0.4100600037023889-1.0892240721477076*I,-2.7683490654159617+3.816907665821612*I,11.2896189694337-10.61985249198306*I,-31.69679753493136+26.507389158859883*I,62.73138004551624-49.98604903384279*I,-106.04874677818964+61.87320014595106*I,167.77657574678983-40.53610702425567*I
638,0.696349956681,0.949211215402,-0.0008554989532079948+0.18244752627855382*I,0.40012307570469663-1.0873550645164065*I,-2.72001736646984+3.819495311108755*I,11.111301019799734-10.657865831144921*I,-31.18148855948717+26.61907751569909*I,61.711853578379355-50.22838115270341*I,-104.53639616417642+62.56426827243916*I,165.96866377262234-42.30935713548514*I
640,0.69944239591,0.950414632647,-0.005209983542141833+0.1845899980024951*I,0.43778870942807707-1.0939964519352936*I,-2.9029671864645126+3.8072384210942367*I,11.785848896667853-10.503549117934366*I,-33.13401985345363+26.164476801951427*I,65.57423734773255-49.24834666081713*I,-110.24310915050746+59.838729605288975*I,172.69119338767985-35.428273913421435*I
641,0.718905671972,0.944137242761,-0.03644555497675889+0.19615946790151334*I,0.7039296965445219-1.1083060615567055*I,-4.1719973347717385+3.5407120761554447*I,16.410448954529087-8.641542014530515*I,-46.769886240572106+20.563966459662034*I,92.47406016374117-37.584002718852325*I,-147.861402958693+33.082828331608404*I,210.9924188757639+23.18503546351797*I
642,0.697977424947,0.949375699064,-0.0031272338030567254+0.1835833174891482*I,0.4197894282544935-1.090974187948356*I,-2.8156319606025324+3.8139219604675025*I,11.463986198157905-10.580756950810624*I,-32.20128578981973+26.39223510151094*I,63.729617188970934-49.73783745254269*I,-107.52534361104972+61.17475099956926*I,169.51988944812734-38.765805853582016*I
643,0.700753613404,0.950764056236,-0.007104758413675236+0.18547775383904744*I,0.454136956596342-1.0965049127226165*I,-2.982152426092614+3.7998765961996748*I,12.077372579368904-10.42791866578443*I,-33.98075359178599+25.940972537457704*I,67.24882164881693-48.771495666775124*I,-112.69442796020542+58.57103214423677*I,175.51158699813627-32.325097085607645*I
645,0.736367247883,0.949245614914,-0.0705007445094627+0.20240310920295368*I,0.9848982326689248-1.0658372203421305*I,-5.452292008312836+2.933472289340007*I,20.89055130907362-5.242688755655662*I,-60.40317455356498+9.982182023324796*I,119.25258904397148-16.071300626611205*I,-180.7890684152821-8.80799788418473*I,231.27959370627096+101.07774102223279*I
649,0.678912163651,0.952113525683,0.02084767053476609+0.16936848564506524*I,0.21051059851281229-1.0340212964025592*I,-1.789325875547613+3.7752104728175016*I,7.667931632448028-10.995712672481323*I,-21.360912923088204+27.607074234804596*I,42.244881453310505-52.55981428825809*I,-74.7132818689087+71.98920629777834*I,127.79583521863317-70.72340563555574*I
650,0.680697153632,0.952951126657,0.018838057760484403+0.17076812999089577*I,0.22819626043545255-1.0405165175205515*I,-1.876732779672755+3.7873055856948192*I,7.991653832296153-10.996575106752617*I,-22.27353155954135+27.609126000708354*I,44.05637009511797-52.531395605923386*I,-77.55994461716548+71.42680112746325*I,131.64735748189676-68.54925471401889*I
651,0.678114736999,0.952261363584,0.02173054230123858+0.16873981070320318*I,0.20273115487567012-1.0310574296344308*I,-1.7508504916474399+3.7693400295785118*I,7.525449284113673-10.993107946389246*I,-20.959947472588606+27.5998851836535*I,41.44885800959446-52.559603149350096*I,-73.45769216017858+72.2150101656799*I,126.08519130226419-71.64248253013818*I
655,0.702747366818,0.951299429147,-0.010041937499238221+0.18680239925197054*I,0.4794293141816996-1.0999438466698352*I,-3.1043709650469644+3.7860872948410176*I,12.526793155697344-10.300746973214595*I,-35.28945722934044+25.564150246362214*I,69.8356492439892-47.97079843862242*I,-116.45516358958022+56.51163952117021*I,179.76930318745744-27.38148260233264*I
657,0.718721575453,0.949392053051,-0.03611777830493282+0.19606928745842295*I,0.7011756374514416-1.1084355693565517*I,-4.1591124981916305+3.5450243029779753*I,16.364173175918665-8.667586913078685*I,-46.63125096173753+20.64347744663859*I,92.20116434329341-37.747154755918515*I,-147.501130027386+33.425267923125645*I,210.69231321250766+22.500680076419897*I
658,0.699139840514,0.950833097814,-0.004776910288330952+0.18438334973152098*I,0.4340483004707339-1.0933907555381595*I,-2.884832909258099+3.8087509479077606*I,11.719038721723713-10.520107251923292*I,-32.94024748190909+26.213392157146778*I,65.19149333958374-49.35332429245295*I,-109.6807241820689+60.12271022208004*I,172.036809106768-36.12788697203436*I
659,0.68227238758,0.950122106603,0.017026096984804104+0.17199397105578693*I,0.244121105477127-1.0460814046631683*I,-1.9553445901118653+3.796713510464902*I,8.282807167715998-10.991437450218823*I,-23.09629909457335+27.593991606905785*I,45.689112673203894-52.47125077563257*I,-80.114534785133+70.86453845205081*I,135.07353497558614-66.49515116401514*I
661,0.702483587687,0.951871953337,-0.009649370343557492+0.1866289934026903*I,0.4760525269676371-1.0995160071510965*I,-3.088074356770816+3.7880917207396543*I,12.466923606517337-10.318445126406877*I,-35.11482094887976+25.61660764317745*I,69.49040064157168-48.08176264731786*I,-115.95695283701741+56.79303739800331*I,179.20573851589774-28.059796266502453*I
663,0.686854476305,0.952411266345,0.011544283099979569+0.17550392962071318*I,0.29216887962246424-1.0612781142829522*I,-2.1919411982902015+3.816869922395203*I,9.15893425255577-10.942647884684645*I,-25.582872868409662+27.451998800561785*I,50.62150705161976-52.09757482439044*I,-87.758743912173+68.83872351387787*I,145.09045906653668-59.82449812405148*I
664,0.711801895818,0.94894234063,-0.024255129184756183+0.1923816837651136*I,0.6009403386298334-1.1092937391069746*I,-3.6863427025690023+3.6802399753292137*I,14.654929543090905-9.519903347770438*I,-41.54223710885643+23.2283022989652*I,82.17712304059114-43.081929973951645*I,-133.92346670405914+44.959194910556995*I,198.17239671851817-1.4450529499784608*I
665,0.696709581506,0.949293728554,-0.0013537516092043539+0.18270002423647508*I,0.40443930567077113-1.0881772629904496*I,-2.7410160170548714+3.8184245509333863*I,11.188788494471755-10.641593848628172*I,-31.40532448926121+26.57129885714996*I,62.154864617431286-50.12443159033273*I,-105.19436221772742+62.26583888854758*I,166.76425027285418-41.54404803081231*I
667,0.696666345654,0.949995157077,-0.0012937533047123334+0.18266973344796628*I,0.403918757045435-1.088079551347621*I,-2.738487711294857+3.818560287771073*I,11.17945830558762-10.643562902140948*I,-31.378408116874688+26.57714802930209*I,62.10153267315077-50.13707698811934*I,-105.11571965390755+62.30204599745792*I,166.6594229666245-41.6380441064169*I
669,0.696905212004,0.949616256233,-0.0016256055601492347+0.1828370471339335*I,0.40679377929185173-1.0886211228113298*I,-2.7524709722656575+3.81780524168743*I,11.231053872824656-10.63256297736268*I,-31.527506756487213+26.544752629822835*I,62.39677833003908-50.06739599907972*I,-105.55248966726911+62.10331857289875*I,167.18051632658486-41.11377729677089*I
670,0.680693411702,0.949703804353,0.018842357301899537+0.1707651741965501*I,0.22815859345638773-1.0405036250935953*I,-1.8765477423407955+3.787281676041218*I,7.9909661541613035-10.996582041881124*I,-22.271607234561774+27.60918204187891*I,44.05250226668872-52.53129926006983*I,-77.55447825446673+71.43021842375786*I,131.63375671809587-68.55801889445533*I
671,0.715420312497,0.948991814102,-0.030347740401005893+0.19437988335175743*I,0.6525604095418136-1.1097961817441326*I,-3.930703218237929+3.615930351391666*I,15.54100902034797-9.104292393035163*I,-44.1728236912287+21.97193305911979*I,87.3613040465617-40.48240499462811*I,-141.01843670503138+39.24480567066574*I,204.93458705769746+10.609864753631712*I
676,0.652949349085,0.956335408564,0.04523262165578849+0.1482544381792538*I,-0.0062404633749707505-0.92261331521289*I,-0.7108284568402146+3.467740322489842*I,3.685100836783771-10.365555047776605*I,-10.32822960571031+25.847363745051695*I,20.318341761632777-49.4162189013105*I,-39.07887815320947+72.80279075548225*I,76.32725822169503-87.84554883810875*I
677,0.654290885038,0.957059298566,0.04417777612336319+0.14936193646383267*I,0.0032242691674799207-0.9289230195135625*I,-0.7581484911686411+3.4882074224072737*I,3.8590041164092175-10.419700568041161*I,-10.801879746038253+25.997203659519343*I,21.260050438453963-49.70072403934812*I,-40.65430341651826+73.02519397225174*I,78.72853147284117-87.51725523461279*I
678,0.652024811678,0.956337827148,0.045947790675673755+0.14749111679306268*I,-0.012661008090644132-0.9182419771027581*I,-0.678720698764357+3.453422767829911*I,3.5671601625498206-10.327252075733423*I,-10.007484571142841+25.74150114452698*I,19.680554318573467-49.21479876134027*I,-38.010000331524644+72.6365529930477*I,74.69189023150972-88.04986511251069*I
